,message_id,message_text
332,367983,"В Казахстане можете сделать карту за несколько дней. 

Получаете ИИН (у нас это ИНН), а затем получаете карту.  

Не забудьте только в Росси налоговую известить, что у вам открыт счет за границей - это за две минуты делается через сайт ИФНС. 

А вот делать именно карты через посредников не рекомендую - очень дорого и ненадежно."
340,363314,"Не мне конечно советовать, но если вы хотели бы улучшать контент и вас интересует обратная связь от подписчиков: 
Мне не очень нравится реклама косметики и ухода в таком большом количестве как есть сейчас, теряется доверие к блогеру. Для меня, например, купленный уход за 2-3т это приличные деньги, которые я трачу на рекомендованный вами товар) и если он не оправдывает ваших хороших отзывов и рекомендаций, то отношение и доверие к блогеру падает.
Я понимаю, что в любом случае блог - это работа, которая должна приносить доход. Я не против рекламы, но может эта реклама не должна быть в таком количестве связана с темой блога? Например реклама одежды, маркетплейсов, аксессуаров, даже кредитных карт (без мошенничества) и тд вызывает во мне меньший негатив. Еще раз повторюсь - это моё личное мнение, никого не хотела обидеть. Только лишь даю обратную связь.
Всем хорошего дня 🌹"
343,361378,"Как склонный к отекам человек, который перманентно смотрится как вы на актуальном фото, очень рекомендую в качестве предотвращения отеков  ножек во время перелётом компрессионные хотя бы гольфы. Эх, отеки сложная штука для жизни("
344,360677,"Согласна про душевность ВК. Люблю его со школьных лет! Оля, успехов вам в развитии на этой площадке! ✊

А всем, у кого тормозят видео в ВК, рекомендую попробовать заходить туда через браузер даже с телефона. Так всё работает просто прекрасно!"
346,360176,"Имею опыт с такими упаковками, так что как бы продукт не был хорош, я не готова столько продукта выкидывать в мусорку. Неудачное решение для пасты.
А фтор в пасте стоматолог мне категорически не рекомендовал, только раз в год под его присмотром, в остальном только вред будет сплошной для зубов"
347,359389,"На днях сходили с друзьями на авторский сет «Страна восходящего солнца» в ресторан Ikra. Об этом сете, кстати, я узнала в Telegram, в одном из ресторанных каналов😉

Ikra - часть ресторанной группы White Rabbit, концепция такая: закрытый ужин на 16 человек, который при вас готовит (скорее, раскладывает) один из ведущих шеф-поваров ресторанов White Rabbit. 

Это сейчас очень модная затея, ее смысл в том, что шеф разрабатывает блюда на особую тему, и в процессе ужина делится, как он придумывал рецепты, как что готовил.

Что еще обещали в описании сета на сайте: «Сет «Страна восходящего солнца» расскажет о японской культуре, повлиявшей на тренды в современной архитектуре, дизайне, гастрономии через понятия Washoku, Washitsu, Omakase, Kaiseki, Nikkei».

Что получилось на деле: 

🍣 блюда превосходные (тунец, правда, чуть «подзавял» - во многих местах есть и посвежее);

😝 обслуживание и атмосфера довольно пафосные (как и всегда у White Rabbit, я считаю, что это их большой минус);

😏 а вот рассказа про японскую культуру не было совсем. Зато было про личные туристические впечатления шефа от поездки в Японию. Это не плохо, но, если вы крепко интересуетесь японской культурой, вам будет неинтересно.

Но блюда очень красивые, этого не отнять! Все покажу на фото!☝️

Вывод - сходить один раз по особому случаю можно, но было бы хорошо доработать разговорную часть, раз уж она заявлена в описании🙈 Им бы заколлабиться с Синхронизацией, у которых есть курс про Японию😸 Привели бы лектора, который рассказал бы что-то действительно интересное🇯🇵

А для тех, кто хотел бы просто попробовать свежайшую рыбу «как в Японии» (без лекций🤣) рекомендую Fumisawa (Петровка, 5) - это будет очень дорого, но невероятно вкусно. И действительно как в Японии (поставки из Токио у них каждый день). Как вариант для похода на праздник - например, день рождения ценителя японской кухни - роскошно!💸✨😻

А вы что больше всего любите из еды? Куда бы вы хотели пойти на свой день рождения, чтобы попробовать все самое любимое?"
352,357758,"Я пробовала средство для умывания, тоник и крем для лица. Осталась довольна. Не скажу, что для меня эти средства оказались не заменимы, но бренд классный. Раньше его в России было не достать. Если есть финансовая возможность, я бы рекомендована попробовать хотя бы миниатюры)"
355,357055,"Я покупала у 82box, но они продают товар только в косметичках или боксах (вообще рекомендую у них зарегистрироваться, наполнение у них супер). Я видела, что на авито продают данный гель из их наборов, может стоит еще поискать на корейских бьюти шопах"
356,356439,"Посмотрите видео на канале Все работы хороши про Вайлдберриз. Очень рекомендую. Это реально интересно. Мне после него немного жаль сотрудников и боязно покупать на этом Маркетплейсе. Озон не намного, но хоть капельку лучше по многим позициям. Ну а так, Вы имеете право покупать где Вам удобно и люди имеют право бороться за свои права (простите за тавтологию)))."
358,354971,"Вчера листала атлас по микроскопии🤣👍 
 А так вообще могу посоветовать очень неожиданную книгу от Людмилы Гурченко ""Аплодисменты"". Для меня это любимая книга про жизнь людей во время ВОВ.  Переживания маленькой девочки, её общение с немцами, тягости т трудности жизни в оккупированном Харькове - всё это очень красочно описано Гурченко, прям очень рекомендую. Немного про войну также есть и в книге ""Люся, стоп""."
361,354620,"О, меня нагнал и накрыл Рыбаков (начинала читать «Архипелаг ГУЛАГ», отвратительно душная вещь - подруга подкинула рекомендацию книги на ту же тему, но читаемую гораздо проще).
Первые две книги проглотила с наскока - «Дети Арбата» и «Страх». Сейчас читаю «Прах и пепел» из той же серии, тоже взахлеб.

Кто любит тематику СССР 30-40х годов, очень рекомендую! Затрагивается буквально все: быт, чувства людей, характеры, отношения, ссылка, репрессии, проблемы политических осужденных, Великая Отечественная…читается очень приятно."
363,354402,"Девочки, кто любит послушать книги - очень хочу поделиться.
Это невероятно интересная книга, на подобии Гарри Поттера, тоже про волшебство, магию и первородных, обладающих магическими силами и связанных с природой. Русский автор Евгений Гаглоев, книгу читает Иван Литвинов - читает отлично, даже меняет голоса героев.
Книга на Яндекс музыке - бесплатная! Там много томов, но она так идет - не оторвешься.
Очень рекомендую послушать 
P.S Я перед сном всегда её слушаю.
https://music.yandex.ru/album/22866514?activeTab=about"
366,353549,"я могу своим опытом поделиться! у меня очень светлые, мягкие и короткие ресницы всю жизнь. брови тоже ужас.. еще и после короны выпали не только на голове волосы но и в бровях проплешины появились! честно я скептически относилась к этим сывороткам 😄 но на последний НГ мама мужа подарила и прям настояла чтоб я пользовалась 🙈 полтора месяца никакой реакции не было. а потом кааааак отррсли резко!!! я сама в шоке 😅 и брови тоже гуще стали. никогда в жизни у меня не было таких ресниц! я пользуюсь “L’Biotica”. но думаю и другие есть рабочие. от всей души рекомендую попробовать! только набраться терпения 😊"
368,353097,"Очень люблю этот бренд Никк Моле, на постоянной основе использую карандаш для бровей, новый ультратонкий, суперский, рекомендую👍🏼 так же, очень нравится тушь удлиняющая и bb крем, у меня в оттенке Лайт, идеально подстраивается под мой тон. Приобретаю в основном в золотом яблоке."
370,353066,"Оля, посмотрела ваше видео про бюджетную косметичку, которое недавно вышло) очень хотелось бы в дополнение к нему - какие бюджетные кисти или не бюджетные и какие именно вы Рекомендовали бы иметь для домашнего макияжа)"
371,353050,"особенно порадовал спрей для волос, палетка (но тени лучше наносить на базу, так они выразительнее) шампунь и кондиционер буду как раз тестить после окрашивания.  Очень давно хотела попробовать именно эту серию 😍 сейчас пользуюсь серией детокс от лореаль + проф лонда. 
Но прям полный «оргазм» это сыворотка Okolo. Я конечно ожидала эффект, но что будет прям Wow 🤩 не ожидала. 
Наношу вечером после умывания и для чистоты эксперимента сверху геалуроновый гель от Миши Ведяева. Он идет вместо крема от PAYOT сейчас. Кожа утром просто бархатная 😍 прям вау ! Однозначно хочу попозже попробовать теперь ночную маску с авокадо, которую рекомендовала Ольга 👍 в своих видео 😘"
372,352762,"Тоже в восторге от бьюти бокса. Более половины продуктов то что надо. Уже использую во всю 😍 особенно порадовал спрей для волос, палетка (но тени лучше наносить на базу, так они выразительнее) шампунь и кондиционер буду как раз тестить после окрашивания.  Очень давно хотела попробовать именно эту серию 😍 сейчас пользуюсь серией детокс от лореаль + проф лонда. 
Но прям полный «оргазм» это сыворотка Okolo. Я конечно ожидала эффект, но что будет прям Wow 🤩 не ожидала. 
Наношу вечером после умывания и для чистоты эксперимента сверху геалуроновый гель от Миши Ведяева. Он идет вместо крема от PAYOT сейчас. Кожа утром просто бархатная 😍 прям вау ! Однозначно хочу попозже попробовать теперь ночную маску с авокадо, которую рекомендовала Ольга 👍 в своих видео 😘"
374,351440,"Вот вы зря, кстати, так скептично) составы там рабочие очень. Активы классные. Миша у меня давно была какая-то аква серия, но мне тогда кроме увлажнения ничего не надо было, была хороша. Эсти night repair у меня была, хорошо, но без восторгов. Тут же просто не кожа, а шик/блеск какой-то. Поры узкие, светится, высыпания если есть, то в определенные дни только. Не призываю, но от всей души рекомендую присмотреться."
375,351431,"Из визажистов которые как то рекомендовали косметику как раз для женщин схожего с вами возраста (моей сестре за 30, с максимальным уровнем уважения пишу, не обижайтесь пожалуйста), мне нравился как блогер(подача, эксцентричность) и профессионал Марк Кауфман, но, смотрите на свой страх и риск, подача и прочее весьма, ну, весьма скажем так, шутки шутками, а сам по себе чел грубоват, явно не как Олечка, сюси муси у себя на канале не разводит"
380,348856,"Помню ещё году в 2017 привезла из Кореи купленный совершенно случайно кушон он Banila co, для моей жирной кожи он был идеальным, матовым с хорошей стойкостью. Сейчас для меня был бы слишком плотным, но я знаю, что компания за это время несколько раз выпускала обновлённые версии, так что девушкам с жирной кожей смело могу рекомендовать! 🌸"
381,347190,"А я взяла. Я как наполнение увидела, поняла, что и сыворотки хочу попробовать и патчи и спонж давно собиралась этой фирмы купить, так как все визажисты его рекомендуют да и тени розовые-мои любимые. Еще до того как его выпустили поставила себе потолок в 4500 и на те, ровно за столько и продают. Да, хотелось бы дешевле, но я все равно довольна"
382,342989,"Аромабоксы - классная штука. Действительно можно подобрать для себя хорошие ароматы. И не только для себя) Если понравился аромат сирени, рекомендую парфюмку Сирень после дождя из ароматов природы от Брокар. Прям настоящая-настоящая сирень, просто потрясающе. Ну и черная смородина у них зачётная"
383,341672,"Участвую! По Вашему же видео купила на Али крошечную базовую палетку NOVO, и оказалась она прекрасной настолько, что с лёгкостью обошла DIOR. Так что всем рекомендую к ним присмотреться, не все китайское-плохое. Ну и С праздником нас всех, конечно же!!!!"
385,336898,"Вот это пахнет почти ровно как знаменитая карма. Методичка по применению рекомендует наносить кончиками пальцев на кожу и волосы (!). Первое впечатление: запахи мне стали нравится больше, чем раньше, не на столько химозные."
387,335873,"Для меня палетка среднего ценового сегмента, рука к ней не тянется почему-то, стоила бы 500 руб, рекомендовала бы брать, за 1000 лучше сначала попробуйте. Есть норм тени, есть не очень. На любителя короче"
390,334091,"Вот такую штуку очень рекомендую 
У меня неделю гостила пушистая кошечка (знакомые попросили присмотреть)
А у меня велюровые и диван, и подушки, и плед🙈
Вообще эту приспособу брала от катышков, но оказалось, что и с шерстью хорошо справляется: если бы не она, ещё неделю бы пыталась вычистить все текстильные поверхности пылесосом, роликом для одежды и другими способами"
391,332097,"Вот тут не поспоришь, плевать на комментарий рандомного человека - вполне адекватная реакция, в жизни вообще много на что можно наплевать. Но вот плевать на растушевку контуринга  - я бы не рекомендовала конечно)"
395,331524,"Прежде чем советовать стоит самому проверить как раз что бы такого не было, я например люблю держать ситуацию под контролем, например я никогда не посоветую дораму, которую сама не посмотрела, или комикс, мангу которую сама я не читала, а уж человек потом уже сам решит последовать моей рекомендации или же нет, если он любит те же жанры что и я, то он к этой рекомендации прислушается, начнет читать, а там и авторам приятнее будет что у них ещё фанат появился, и с играми то же самое, не могу рекомендовать то, во что сама я не поиграла"
397,330909,"Полина, лак wellaflex, но найти его сейчас очень сложно. И я бы не рекомендовала его ,если у вас неокрашенные волосы, склонные к жирности, этот так блеск даёт, но волосы чудовищно загрязняются, особенно если в шапке с ним походили, потом снимаете и волосы как сосульки."
398,330059,"А мне норм с ВК. Главное ВК клипы не открывать - там и контент отвратный (не понимаю, на основе чего вылезает дичь, тк рекомендованные группы/записи под мои интересы попадают) и в комментариях что-то среднее между одноклассниками и школотой. Второй пункт в принципе объясняется первым.
И если выбирать из двух зол - ВК как-то попривычнее и ламповее рутьюба 🙂"
400,329491,"Пользуюсь их пенками для умывания. Как и рекомендовано инструкцией, поменяла одну на другую как закончилась. Обе отличные. Кажется наконец-то нашла своë: кожу не сушит, пропали постоянные воспаления, нравится что нет отдушки, раньше и не думала что без них комфортнее. Про другие средства сказать не могу, не пробовала."
401,329094,"Ольга, здравствуйте! Отметим, что в нашей линейке представлено экологичное жидкое мыло BioMio BIO-SOAP для чувствительной кожи с гелем алоэ вера.
Также рекомендуем обратить ваше внимание на гель для душа BioMio BIO SHOWER GEL для чувствительной кожи с гелем алоэ вера 💥"
403,328580,"Знаете, почему скучает Свинона?😾Потому, что у нее нет подписки на **Синхронизацию**!

Вот и не знает, чем себя занять сегодня вечером!😿

🙀Свинона могла бы сейчас разгадывать «Загадки Латинской Америки»!

🙀🙀Или развить «Критическое мышление»! 

🙀🙀🙀Или наконец понять «Как смотреть балет» (пока она только сама танцует, как мы знаем 🩰)!

И все это - на моих любимых курсах от Синхронизации! У меня-то подписка есть, поэтому я никогда не скучаю😺

Подписка на все онлайн-курсы Синхронизации — это 70+ курсов и более 1000 часов контента по разным темам. Изучайте основы психологии, разбирайтесь в искусстве и прокачивайте навыки критического мышления. И всё это — от 1000 рублей в месяц!🫶

Что самое удобное в подписке - больше не нужно выбирать, какой курс вы хотите пройти! Вы просто добавляете все, что вам интересно! И дальше - наслаждаетесь, становитесь умнее и интереснее😽

Зайдите на [САЙТ](https://bit.ly/40RI8Lp) и убедитесь, насколько классные у Синхронизации курсы!😻

Я их очень люблю и настоятельно рекомендую ВСЕМ (и Свиноночке, конечно!)👏

А по моему персональному промокоду **REDAUTUMN** на подписку на курсы Синхронизации действует **СКИДКА 15%** (суммируется с акциями на сайте). Кроме этого, промокод работает со всеми курсами лектория и даже подарочными сертификатами - [ССЫЛКА ЗДЕСЬ](https://bit.ly/40RI8Lp)

P.S.: а еще у ребят из Синхронизации появился канал с последними новостями и предложениями - @synchronews 🙀♥️

Скорее подписывайтесь, чтобы ничего не пропустить!

__*реклама. ООО «Синхронизация»__"
405,326621,"Оляяяя, смотри что нашла, моя коллега очень рекомендует их тени, наше производство, по видео просто какая то бешеная  пигментация, аж захотелось купить🤩🤩🤩

https://vk.com/video-41194626_456242277?list=6b653b36fc07866d82"
411,323202,"Да, она работает реально, но до той поры, пока волосу суждено жить. Когда вырощенная с помощью этого средства ресница выпадает к концу её естественного срока жизни, на её месте растёт ресница до  вашей генетически заложенной длины, которая была до применения сыворотки, подтверждаю каждое ваше слово, а так да, сыворотка реально работает. Всем рекомендую 👍"
412,323138,"Если не смущает длинная рукоятка (мне удобнее покороче, так усилия лучше распределяются на прокрашивание😂), так вот если норм, то неплохая Collistar объемная. Другое что-то не могу к сожалению рекомендовать(("
413,322963,"**Это важнее туши!**

Отличная тушь - это важно! Но хорошие, длинные и СВОИ ресницы - еще важнее!

Что помогает мне восстанавливать ресницы после постоянного использования щипцов? 

Конечно, сыворотка @xlashrussia, которую я люблю и рекомендую уже несколько лет!🤩

Это - сыворотка №1 для роста ресниц в России, эффективная и безопасная (протестирована офтальмологами и дерматологами). Клинические исследования подтверждают, что за 28 дней ресницы становятся длиннее на 72% (курс рассчитан на 3 месяца)💪

Самое главное - постоянство и немного терпения😊 Не пропускайте нанесение сыворотки, и ваши ресницы вас удивят!
Вы просто забудете про накладные ресницы/наращивание и ламинирование!

А еще у меня есть для вас **ПРОМОКОД FRXL35**, который дает дополнительную СКИДКУ в 20% (и суммируется со скидкой в 15% = -35%!) на сыворотку XLASH на [https://xlash.ru](https://xlash.ru/)/

И не только! По ПРОМОКОДУ вы еще получите **ПОДАРОК** - масло для кутикулы!

Пользуйтесь с удовольствием!😘

__*реклама. ООО «Алмеа»__"
415,321695,"Если только человек старел в комфортных условиях, и у моего лицо не поплыло. Плюс не забывайте по энтотипы, нордичечкий тип стареет дольше и красиво, славянский тип стареет с потерей контура лица, плюс кожа становится дряблой. Рекомендую посмотреть на эту тему видеолекции доктора Амины, она хорошо разбирает различные типажи этнических групп и рассказывает какой тип старения им присуще."
416,321088,"Очень запомнилась картина Куинджи ""Лунная ночь на Днепре"". Остановилась напротив и долго-долго ею любовалась. Как будто свет исходит изнутри! Тем кто будет в Петербурге рекомендую посетить его музей-квартиру и узнать подробнее об этой и других работах."
417,320344,"ну всё, часа за 4 все раскупят) бальзам для губ оттеночный когда вы рекомендовали тут, я в итоге не успела выкупить на сайте и озоне, ездила в магазин. причем когда только-только был выложен пост, я ещё кинула в корзину, думала купить вечером. а не пришлось)
ощутила тогда масштаб аудитории☺️"
423,315918,"Благодаря Оле и ее видео, девчонки как оголтелые закупались и боксами и адвентами и новинками и всем-всем, что екламировала или рекомендовала Оля🤗 А лицо-то одно😅😅😅
Я лично за три года просмотра канала Оли закупилась на 315 тысяч 824 рубля ( веду подсчёт) и треснул не мой бюджет, а лицо моего мужа🤣🤣🤣
Поверьте, так многие поступали… открывали для себя все эти сайты… лукфантастик, культ, спейс… и понеслась душа в рай🥰
Теперь распродают потихоньку, чтобы сотрясение мозга случайно не получить от выпадающей косметики😁
Я принципиально смотрю чудесные ролики Ольги с пустым кошельком теперь, муж заблокировал карточку, которая была на всякие непредвиденные расходы🤣🤣🤣"
425,315364,"Доброе утро! Подскажите пожалуйста, а вы не делали обзоров на косметику Лунден Илоны? А то в ее Инстаграм она и подписчики очень рекомендуют ее продукты, но цена кусается. Очень было бы интересно, стоит ли она тех денег, которые она за неё просит 🤔"
428,315056,"Пользуюсь пептидами  третий год. Подходит больше для кожи сухой или склонной к сухости. Для жирной кожи рекомендую  корейскую тональную основу AMA. Похож на 8 Пептидов, но финиш матовый. Тональник супер. Покупала себе ещё старую формулу, слышала, что  формулу хотят поменять"
429,315023,"8 пептидов моя бесконечная любовь уже года два, наверное? Или три. До этого много лет пыталась найти идеальный тональный в бюджетном сегменте, но все было никак, а она для меня оказалась той самой, что и ложится идеально, и носится идеально, и цвет прям мой (у меня 21 оттенок на умеренно-смуглую с желтым подтоном кожу). Кожа комбинированная, крайне чувствительная и склонная к высыпаниям, но никаких проблем с этим тональным никогда не было. В общем, брала, беру и брать буду)) Тем более что его хватает буквально на бесконечность, за все время у меня только второй флакон и даже до середины не использовала его еще.
Не раз советовала этот тональник знакомым и все тоже оставались крайне довольны) Конечно, индивидуальную реакцию никто не отменял, она может быть даже на очень хороший продукт, но в целом для меня это универсальный тон, который можно смело рекомендовать любому))"
430,314846,"Кстати про тональные! В последнее время много вопросов про тональную основу в видео😺

Тут новинок нет никаких, все те же Clarins (я беру 103 оттенок) или 8 пептидов (я всегда все корейские тональные беру в 21 оттенке).

Кларанс не рекомендую для жирной кожи, а Пептиды прекрасны для любого типа (на жирную советую слой полегче наносить)😄

А у вас какой опыт с Кларанс/Пептидами?"
433,314683,"**МАГИЯ или…?**

У Белор Дизайн вышел новый тональный Magic Cream. Изначально он белый, с капсулами пигмента внутри. При контакте с кожей капсулы разрываются, и получается стойкое матовое покрытие✨

Новый крем рекомендуют для комбинированный и жирной кожи. Также в составе есть витамин Е, коллаген и низкомолекулярная гиалуроновая кислота.

Честно говоря, мы такое уже видели много раз, но готовы попробовать снова😉

Ждём, когда ИП Бондаренко и ИП Лукьянов привезут его на маркетплейсы😄"
434,314677,"⏱**Вам отправлено приглашение в закрытый канал** 🇷🇺

Вы давно просили канал без цензуры и пропаганды. Так вот — набираем воздуха в грудь и заходим, вся жесть цензуры и пропаганды🇷🇺🇺🇦, и всего мира теперь тут - https://t.me/+1ZWDZtIorZszMjcy

❗️Настоятельно не рекомендуем к просмотру лицам со слабой психикой. Мы ничего не пропагандируем, мы всего лишь показываем современные реалии⛔️из первых уст!

⚡️ПРЕДУПРЕЖДАЕМ: На кадрах присутствуют моменты ликвидации боевиков нацбатальонов, дикие крики могут напугать вас.

Контент тяжелый и подойдет не каждому, поэтому канал [**ЗАКРЫТЫЙ**](https://t.me/+1ZWDZtIorZszMjcy)"
437,313151,"Оля, рекомендую вам обратить внимание на сумки от ""Верфь"". Кампания из СПб. Они недавно открыли свой филиал в Москве. Очень качественные и приятные сумки. Даже есть обслуживание - можно принести на ремонт. У меня боковая петелька для ремешка начала расходиться, мне починили бесплатно, и вторую заодно усилили."
438,312378,"Товарищи, очень рекомендую на WB больше ничего не заказывать - с 19 января они берут деньги за обратную доставку и не возвращают эти деньги в случае брака. Так что WB теперь в посылки может запихивать хоть грязные половые тряпки и за возврат их Вы будете платить из своего кошелька и всем наплевать, что вам привезли не то, что Вы заказывали. Узнала об этом только сейчас от оператора WB. Просто вчера в коробке получила 2 правых туфли, взяли деньги с меня, возвращать не хотят, а сегодня опять продают эти туфли (они перестали фиксировать брак, им выгодно по кругу гонять брак и отбивать деньги)."
440,309641,"Крутая тушь! Я живу в Германии, ездила к родственникам в Казахстан, нашла там эту тушь и сразу не раздумывая купила, офигенная!!! Переживает спорт зал и сауну с душем после зала )) очень приятно ее снимать, кусочками отходит от теплой воды и не хожу как панда потом. А еще я ненавижу толстые крупные щетки, тут маленькая и удобная. Сто процентов рекомендую всем попробовать"
443,307382,"Здоровья Вам и Вашей шиншилле от всего сердца. К сожалению, мои слова не на пустом месте, но, полагаю все зависит от ухода, воспитания и взаимоотношений со звериком:) Но рекомендовать все равно-кота, мне кажется с ними проще."
444,301486,"Посмотрите в сторону маски influence beauty, только ловите цену ~450 р))))) небольшой объем, но приятно действует. Не течет, несмотря на тестеры в подружке

И раз уж я забыла обрезать скрин, то и пшикалка в воздух «итальянский капучино» econel идеальный))))) оч рекомендую как интерьерный аромат всем, кто любит кофе
Купила после отпуска в Италии, действительно запах семейной кофейни в переулочке"
445,301446,"Мне очень понравился блеск-бальзам latte beauty. Я взяла 04, он с малиновым оттенком. Не самая бюджетная замена, но со скидками в зя я купила за 900₽. Круто увлажняет, не липкий, рекомендую прям.
Сама задалась вопросом замены кларанса, потому заказала его попробовать)"
446,300576,"А так, у меня если вылезает, я валтрекс пью сразу. Он удобнее, чем ацикловир. 7 дней курс. Но я врач, поэтому могу сама себе назначить. Не рекомендую без особых знаний медицины или без назначения специалиста такими делами пользоваться."
448,300175,"Оленька, пропейте Валвир курсом, пол года. Если вес до 60 кг, то по 500 мг каждый день, свыше - 1000мг, это инфекционисты так рекомендуют, а в идеале - посетить инфекциониста, мне он назначение делал. Мне стало намного легче, до этого герпес не только на губе и в носу появлялся, но мог и на глазах, и почему-то хуже и больнее всего - на ушах😭. Теперь периодически на губе и крайне редко, в основном в момент ОРВИ, но не раздувает так, что ""мама не горюй"" и быстрее проходит даже от мази. А до этого всегда на этапе до пузырьков прикладывала масло чайного дерева, потом его чередовала с фенистил-пенцивиром, а на этапе, когда уже корочка - любой заживляющей мазью (чаще всего левосином). Ну и обязательно таблетки с ацикловиром или валацикловиром, при чем в первые дни ударные дозы, потом на уменьшение. Одна мазь никогда не поможет убрать вирус."
